type,countryName,countryCode,mcc,mnc,brand,operator,status,bands,notes
National,China,CN,460,06,China Unicom,China Unicom,Not operational,GSM 900 / GSM 1800 / UMTS 2100,
National,China,CN,460,07,China Mobile,China Mobile,Not operational,GSM 900 / GSM 1800 / TD-SCDMA 1900 / TD-SCDMA 2000 / TD-LTE 1900 / TD-LTE 2300 / TD-LTE 2500,
National,China,CN,460,08,China Mobile,China Mobile,Unknown,Unknown,
National,China,CN,460,09,China Unicom,China Unicom,Operational,Unknown,
National,China,CN,460,11,China Telecom,China Telecom,Unknown,Unknown,
National,China,CN,460,20,China Tietong,China Tietong,Operational,GSM-R,
National,Hong Kong,HK,454,00,1O1O / One2Free / New World Mobility / SUNMobile,CSL Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600,
National,Hong Kong,HK,454,01,,CITIC Telecom 1616,Operational,MVNO,MVNO on CSL network; network code operational only at land borders and Airport to attract inbound roamers to join 454-00
National,Hong Kong,HK,454,02,,CSL Limited,Operational,GSM 900 / GSM 1800,Network code operational only at land borders and Airport to attract inbound roamers to join 454-00
National,Hong Kong,HK,454,03,3,Hutchison Telecom,Operational,UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2600 / 5G 3500,
National,Hong Kong,HK,454,04,3 (2G),Hutchison Telecom,Operational,GSM 900 / GSM 1800,
National,Hong Kong,HK,454,05,3 (CDMA),Hutchison Telecom,Not operational,CDMA 800,"Defunct CDMA IS-95 network, decommissioned on 19 November 2008 at 23:59"
National,Hong Kong,HK,454,06,SmarTone,SmarTone Mobile Communications Limited,Operational,GSM 900 / GSM 1800 / UMTS 850 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / LTE 2600,
National,Hong Kong,HK,454,07,China Unicom,China Unicom (Hong Kong) Limited,Operational,MVNO,MVNO on 3 Hong Kong Mobile network code operational only at land borders and Airport to attract inbound roamers to join 454-16 or 454-19
National,Hong Kong,HK,454,08,Truphone,Truphone Limited,Operational,MVNO,Former Trident
National,Hong Kong,HK,454,09,,China Motion Telecom,Operational,MVNO,MVNO on CSL network
National,Hong Kong,HK,454,10,New World Mobility,CSL Limited,Not operational,GSM 1800,Signal Combined with 454-00
National,Hong Kong,HK,454,11,,China-Hong Kong Telecom,Operational,MVNO,MVNO on PCCW Mobile and Hutchison Telecom networks
National,Hong Kong,HK,454,12,CMCC HK,China Mobile Hong Kong Company Limited,Operational,GSM 1800 / LTE 1800 / TD-LTE 2300 / LTE 2600 / 5G 3500,Formerly Peoples
National,Hong Kong,HK,454,13,CMCC HK,China Mobile Hong Kong Company Limited,Operational,MVNO,MVNO on PCCW Mobile (3G)
National,Hong Kong,HK,454,14,,Hutchison Telecom,Operational,GSM 900 / GSM 1800,Network code operational only at land borders and Airport to attract inbound roamers to join 454-03 or 454-04
National,Hong Kong,HK,454,15,,SmarTone Mobile Communications Limited,Operational,GSM 1800,Network code operational only at land borders and Airport to attract inbound roamers to join 454-06
National,Hong Kong,HK,454,16,PCCW Mobile (2G),PCCW,Operational,GSM 1800,Formerly SUNDAY
National,Hong Kong,HK,454,17,,SmarTone Mobile Communications Limited,Operational,GSM 1800,Network code operational only at land borders and Airport to attract inbound roamers to join 454-06
National,Hong Kong,HK,454,18,,CSL Limited,Not operational,GSM 900 / GSM 1800,
National,Hong Kong,HK,454,19,PCCW Mobile (3G),PCCW-HKT,Operational,UMTS 2100,
National,Hong Kong,HK,454,20,PCCW Mobile (4G),PCCW-HKT,Operational,LTE 1800 / LTE 2600 / 5G 3500,
National,Hong Kong,HK,454,21,,21Vianet Mobile Ltd.,Not operational,MVNO,Closed on 1 February 2019
National,Hong Kong,HK,454,22,,263 Mobile Communications (HongKong) Limited,Operational,MVNO,"Formerly P Plus Communications, Delcom (HK) Ltd"
National,Hong Kong,HK,454,23,Lycamobile,Lycamobile Hong Kong Ltd,Not operational,MVNO,Closed on 27 April 2018
National,Hong Kong,HK,454,24,,Multibyte Info Technology Ltd,Operational,MVNO,
National,Hong Kong,HK,454,25,,Hong Kong Government,Unknown,Unknown,
National,Hong Kong,HK,454,26,,Hong Kong Government,Unknown,Unknown,
National,Hong Kong,HK,454,29,PCCW Mobile (CDMA),PCCW-HKT,Operational,CDMA 800,"CDMA2000 1xEV-DO Rev A network for inbound roamers, with limited coverage"
National,Hong Kong,HK,454,30,,China Data Enterprises Ltd,Unknown,Unknown,
National,Hong Kong,HK,454,31,CTExcel,China Telecom Global Limited,Operational,MVNO,
National,Hong Kong,HK,454,32,,Hong Kong Broadband Network Ltd,Operational,MVNO,
National,Hong Kong,HK,454,35,,Webbing Hong Kong Ltd,Operational,MVNO,
National,India,IN,404,01,Vodafone India,Haryana,Operational,GSM 900,
National,India,IN,404,02,AirTel,Punjab,Operational,GSM 900,
National,India,IN,404,03,AirTel,Himachal Pradesh,Operational,GSM 900,
National,India,IN,404,04,IDEA,Delhi & NCR,Operational,GSM 1800,
National,India,IN,404,05,Vodafone India,Gujarat,Operational,GSM 900,Formerly Hutch / Fascel
National,India,IN,404,07,IDEA,Andhra Pradesh and Telangana,Operational,GSM 900,
National,India,IN,404,09,Reliance,Assam,Operational,GSM 900,
National,India,IN,404,10,AirTel,Delhi & NCR,Operational,GSM 900,
National,India,IN,404,11,Vodafone India,Delhi & NCR,Operational,GSM 900 / GSM 1800,
National,India,IN,404,12,IDEA,Haryana,Operational,GSM 900,Former Escotel
National,India,IN,404,13,Vodafone India,Andhra Pradesh and Telangana,Operational,GSM 1800,
National,India,IN,404,14,IDEA,Punjab,Operational,GSM 900 / GSM 1800,Former Spice
National,India,IN,404,15,Vodafone India,Uttar Pradesh (East),Operational,GSM 900,
National,India,IN,404,16,Airtel,North East,Operational,GSM 900,Former Hexacom
National,India,IN,404,17,AIRCEL,West Bengal,Operational,GSM 900 / GSM 1800,
National,India,IN,404,18,Reliance,Himachal Pradesh,Operational,GSM 900,
National,India,IN,404,19,IDEA,Kerala,Operational,GSM 900 / GSM 1800,Former Escotel
National,India,IN,404,20,Vodafone India,Mumbai,Operational,GSM 900 / UMTS 2100,Former Hutchison Maxtouch / Orange / Hutch
National,India,IN,404,21,Loop Mobile,Mumbai,Operational,GSM 900,Former BPL Mobile
National,India,IN,404,22,IDEA,Maharashtra & Goa,Operational,GSM 900,
National,India,IN,404,24,IDEA,Gujarat,Operational,GSM 900,
National,India,IN,404,25,AIRCEL,Bihar,Operational,GSM 900 / GSM 1800,
National,India,IN,404,27,Vodafone India,Maharashtra & Goa,Operational,GSM 900,
National,India,IN,404,28,AIRCEL,Orissa,Operational,GSM 900,
National,India,IN,404,29,AIRCEL,Assam,Operational,GSM 900,
National,India,IN,404,30,Vodafone India,Kolkata,Operational,GSM 900 / GSM 1800,Former Command / Hutch
National,India,IN,404,31,AirTel,Kolkata,Operational,GSM 900,
National,India,IN,404,34,cellone,Haryana,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,35,Aircel,Himachal Pradesh,Operational,GSM 900 / GSM 1800,
National,India,IN,404,36,Reliance,Bihar & Jharkhand,Operational,GSM 900,
National,India,IN,404,37,Aircel,Jammu & Kashmir,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,38,cellone,Assam,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,40,AirTel,Chennai,Operational,Unknown,
National,India,IN,404,41,Aircel,Chennai,Operational,GSM 900,Formerly RPG
National,India,IN,404,42,Aircel,Tamil Nadu,Operational,GSM 900,
National,India,IN,404,43,Vodafone India,Tamil Nadu,Operational,GSM 900,
National,India,IN,404,44,IDEA,Karnataka,Operational,GSM 900 / LTE 1800,Former Spice
National,India,IN,404,45,Airtel,Karnataka,Operational,GSM / TD-LTE 2300,
National,India,IN,404,46,Vodafone India,Kerala,Operational,GSM 900,
National,India,IN,404,48,Dishnet Wireless,Unknown,Operational,GSM 900,
National,India,IN,404,49,Airtel,Andhra Pradesh and Telangana,Operational,GSM 900,
National,India,IN,404,50,Reliance,North East,Operational,GSM 900,
National,India,IN,404,51,cellone,Himachal Pradesh,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,52,Reliance,Orissa,Operational,GSM 900,
National,India,IN,404,53,cellone,Punjab,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,54,cellone,Uttar Pradesh (West),Operational,GSM 900 / UTMS 2100,
National,India,IN,404,55,cellone,Uttar Pradesh (East),Operational,GSM 900 / UTMS 2100,
National,India,IN,404,56,IDEA,Uttar Pradesh (West),Operational,GSM 900,
National,India,IN,404,57,cellone,Gujarat,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,58,cellone,Madhya Pradesh & Chhattisgarh,Operational,GSM 900  / UMTS 2100,
National,India,IN,404,59,cellone,Rajasthan,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,60,Vodafone India,Rajasthan,Operational,GSM 900,
National,India,IN,404,62,cellone,Jammu & Kashmir,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,64,cellone,Chennai,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,66,cellone,Maharashtra & Goa,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,67,Reliance,Madhya Pradesh & Chhattisgarh,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,68,DOLPHIN,Delhi & NCR,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,69,DOLPHIN,Mumbai,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,70,AirTel,Rajasthan,Operational,Unknown,
National,India,IN,404,71,cellone,Karnataka (Bangalore),Operational,GSM 900 / UMTS 2100,
National,India,IN,404,72,cellone,Kerala,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,73,cellone,Andhra Pradesh and Telangana,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,74,cellone,West Bengal,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,75,cellone,Bihar,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,76,cellone,Orissa,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,77,cellone,North East,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,78,IDEA,Madhya Pradesh & Chattishgarh,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,79,cellone,Andaman Nicobar,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,80,cellone,Tamil Nadu,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,81,cellone,Kolkata,Operational,GSM 900 / UMTS 2100,
National,India,IN,404,82,IDEA,Himachal Pradesh,Operational,Unknown,
National,India,IN,404,83,Reliance,Kolkata,Operational,GSM 1800,
National,India,IN,404,84,Vodafone India,Chennai,Operational,GSM 1800,
National,India,IN,404,85,Reliance,West Bengal,Operational,GSM 1800,
National,India,IN,404,86,Vodafone India,Karnataka,Operational,GSM 900 / UMTS 2100 / LTE 1800,
National,India,IN,404,87,IDEA,Rajasthan,Operational,Unknown,
National,India,IN,404,88,Vodafone India,Vodafone Punjab,Operational,Unknown,
